,open,high,low,close,poc_price,va_l_p,va_l_poc_mid,va_l_low_mid,va_h_poc_mid,va_h_high_mid,va_h_p,balance_target,open_tpo,high_tpo,low_tpo,close_tpo,poc_price_tpo,va_l_p_tpo,va_l_poc_mid_tpo,va_l_low_mid_tpo,va_h_poc_mid_tpo,va_h_high_mid_tpo,va_h_p_tpo,balance_target_tpo,open_type,close_type,prev_week_close_to_open,weekly_close_to_close,weekly_open_to_close,weekly_close_to_high,weekly_close_to_low,start_date
71,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GAP_UP,GAP_UP,0.0014882634990389665,0.01164634947605192,0.010142990534429464,0.020811241126190483,0.0009137387807240938,2021-08-13 09:16:00
72,0,132,0,110,133,0,0,0,133,146,162,0,0.0,16.0,0.0,22.0,22.0,0.0,0.0,0.0,19.0,16.0,15.0,0.0,INSIDE_VA,GAP_UP,0.0013880529179821632,0.004885823434755521,0.003492922155982514,0.00575489196526191,-0.007324128781829975,2021-08-06 09:16:00
73,56,0,0,23,13,0,20,0,73,42,129,9,9.0,9.0,0.0,6.0,9.0,1.0,5.0,0.0,8.0,9.0,9.0,2.0,INSIDE_VA,GAP_UP,0.0009977921868120632,0.03148271918960255,0.030454539701023853,0.03567027877996942,-0.002534075395078217,2021-07-30 09:16:00
74,0,0,6,80,76,18,20,19,55,0,217,0,0.0,0.0,2.0,19.0,13.0,5.0,7.0,5.0,19.0,0.0,18.0,0.0,ABOVE_VA,INSIDE_VA,0.0018385488731780253,-0.002707279010848107,-0.004537485495181848,0.004555304940073279,-0.019854432419113333,2021-07-23 09:16:00
75,47,30,34,69,27,57,7,47,126,36,0,40,6.0,5.0,6.0,7.0,11.0,6.0,5.0,6.0,11.0,7.0,5.0,4.0,GAP_UP,INSIDE_VA,0.0023648457668319356,-0.005841451694963196,-0.008186936619387297,0.002609809870169011,-0.02149088921969522,2021-07-16 09:16:00
76,101,13,5,10,26,21,84,106,75,4,6,0,11.0,8.0,8.0,9.0,11.0,9.0,12.0,11.0,6.0,8.0,8.0,0.0,BELOW_VA,GAP_UP,-0.0025273397761953476,0.012252034587995952,0.014816821506541622,0.014264369277721345,-0.006056078331637793,2021-07-09 09:16:00
77,232,43,78,59,246,48,13,73,158,42,91,0,20.0,8.0,7.0,10.0,20.0,8.0,6.0,10.0,20.0,10.0,18.0,0.0,BELOW_VA,INSIDE_VA,0.0008028929635353066,0.002214327816099315,0.0014103025305856054,0.014079301610565143,-0.003651251334172323,2021-07-02 09:16:00
78,53,11,0,91,60,0,33,0,88,27,81,0,13.0,7.0,0.0,19.0,12.0,0.0,9.0,0.0,19.0,17.0,17.0,0.0,INSIDE_VA,INSIDE_VA,0.002890393004805647,-0.00636013093828558,-0.009223863352978534,0.007721433229705532,-0.008019020242248542,2021-06-25 09:16:00
79,73,0,66,44,80,31,114,31,51,49,62,0,16.0,0.0,9.0,11.0,16.0,11.0,17.0,7.0,12.0,5.0,7.0,0.0,INSIDE_VA,INSIDE_VA,0.004769891019468453,0.007142082809899364,0.002360930409672335,0.013649668084455113,-0.014717792076114233,2021-06-18 09:16:00
80,37,168,0,47,124,27,63,7,71,85,24,128,10.0,16.0,0.0,16.0,13.0,8.0,10.0,2.0,16.0,16.0,16.0,8.0,ABOVE_VA,INSIDE_VA,0.00325814615929354,-0.004029812354915618,-0.007264290394360717,0.009936393111529718,-0.00880588625703782,2021-06-11 09:16:00
81,0,135,0,116,0,0,0,0,3,77,23,0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,18.0,6.0,0.0,GAP_UP,GAP_UP,0.0015042482264531198,0.0035853374041519004,0.0020779634049323814,0.0071101224432561505,-0.007776198458782968,2021-06-04 09:16:00
82,0,2,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,GAP_UP,GAP_UP,0.0033213729208889653,0.020738249138752662,0.017359219775374024,0.021792240153804654,0.0002504855190093025,2021-05-28 09:16:00
83,0,3,0,0,92,0,0,0,14,2,11,0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,INSIDE_VA,GAP_UP,0.004540869501107547,0.030167459224332394,0.02551074874231052,0.031132603443017937,0.004410172888160702,2021-05-21 09:16:00
